field,value,source_type,source_url,accessed_date,note,in_spec
hipbelt_pockets,hipbelt pockets shallow and awkward to reach,review_consensus,https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22;https://www.livefortheoutdoors.com/hiking/rucksacks/osprey-talon-22-review/,2026-08-13,con,yes
hydration_fit,hydration sleeve narrow with a non-universal hanger tab,review_consensus,https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22;https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/,2026-08-13,con,yes
fussy,feature count excessive for minimal loads,review_consensus,https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/;https://www.livefortheoutdoors.com/hiking/rucksacks/osprey-talon-22-review/,2026-08-13,con,yes
fit_praise,"back length adjusts to the wearer torso, a fit reviewers describe as comfortable",review_consensus,https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22;https://www.livefortheoutdoors.com/hiking/rucksacks/osprey-talon-22-review/;https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/,2026-08-13,,yes
ventilation,ventilated channels keeping air moving behind the spine,review_consensus,https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/;https://www.livefortheoutdoors.com/hiking/rucksacks/osprey-talon-22-review/,2026-08-13,,yes
organization,nine pockets organising small items and keeping them where they can be found,review_consensus,https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22;https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/;https://www.livefortheoutdoors.com/hiking/rucksacks/osprey-talon-22-review/,2026-08-13,,yes
durability,fabric and zippers holding up across seasons,review_consensus,https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/;https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22,2026-08-13,,yes
sizes,two fixed sizes rather than one adjustable body,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access; con,yes
measured_weight,"one weighed sample recorded 38.4 ounces, above the stated figure",review_consensus,https://www.outdoorgearlab.com/reviews/camping-and-hiking/daypack/osprey-talon-22;https://www.cleverhiker.com/hiking/osprey-talon-tempest-22-daypack-review/,2026-08-13,measured weight differs from spec (38.4 oz vs 32.6 oz); con,yes
helmet_attach,LidLock strap carries a helmet on the outside,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access,yes
pole_stow,Stow-on-the-Go loops let trekking poles stow without taking the pack off,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access,yes
ice_axe,ice axe loop on the front,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access,yes
compression,side compression straps pull a half-empty pack tight,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access,yes
no_reservoir,no hydration reservoir included with the pack,official,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,official specs mirrored by an authorized retailer sheet; osprey.com blocks automated access; absence claim stated explicitly in briefing; con,yes
no_rain_cover,no rain cover included or stowed in the pack,spec_derived,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,absence read off the official feature enumeration; the page lists what the product does and this is not among it,yes
no_laptop_sleeve,no padded laptop sleeve in the main compartment,spec_derived,https://www.outdoorsports.com/products/osprey-packs-mens-talon-22-backpack,2026-08-13,absence read off the official feature enumeration; the page lists what the product does and this is not among it,yes
